6	1	56.6000	51.652848	-0.389443	2019	2	2	12	33	32	110
3	1	56.1000	51.652885	-0.389428	2019	2	2	12	34	5	310
5	1	55.6000	51.652903	-0.389480	2019	2	2	12	34	38	190
5	1	55.6000	51.652898	-0.389435	2019	2	2	12	35	11	190
6	1	56.1000	51.652980	-0.389533	2019	2	2	12	35	45	150
6	1	55.3000	51.652940	-0.389502	2019	2	2	12	36	18	150
7	1	51.7000	51.652847	-0.389385	2019	2	2	12	36	51	100
7	1	47.6000	51.652870	-0.389418	2019	2	2	12	37	24	100
6	1	48.5000	51.652785	-0.389445	2019	2	2	12	37	57	150
7	1	53.2000	51.652723	-0.389393	2019	2	2	12	38	31	110
6	1	52.5000	51.652585	-0.389302	2019	2	2	12	39	4	110
5	1	58.9000	51.652552	-0.389220	2019	2	2	12	39	37	240
7	1	64.3000	51.652668	-0.389267	2019	2	2	12	40	10	110
7	1	65.2000	51.652813	-0.389173	2019	2	2	12	40	43	110
8	1	58.8000	51.652998	-0.389568	2019	2	2	12	41	16	100
9	1	63.1000	51.653050	-0.390102	2019	2	2	12	41	50	90
9	1	63.2000	51.652960	-0.390423	2019	2	2	12	42	23	90
9	1	61.6000	51.652938	-0.390542	2019	2	2	12	42	56	90
9	1	63.8000	51.652915	-0.390603	2019	2	2	12	43	29	90
7	1	63.4000	51.652943	-0.390542	2019	2	2	12	44	2	140
7	1	63.4000	51.652910	-0.390480	2019	2	2	12	44	35	140
7	1	61.2000	51.652853	-0.390398	2019	2	2	12	45	9	140
8	1	52.0000	51.652787	-0.390402	2019	2	2	12	45	42	110
5	1	51.9000	51.652797	-0.390457	2019	2	2	12	46	15	220
9	1	45.0000	51.652857	-0.390593	2019	2	2	12	46	48	90
9	1	46.0000	51.652843	-0.390577	2019	2	2	12	47	21	90
9	1	45.6000	51.652855	-0.390562	2019	2	2	12	47	54	90
8	1	55.7000	51.652833	-0.390725	2019	2	2	12	48	28	100
8	1	60.7000	51.652862	-0.390770	2019	2	2	12	49	1	100
8	1	60.5000	51.652872	-0.390777	2019	2	2	12	49	34	100
8	1	59.5000	51.652868	-0.390777	2019	2	2	12	50	7	100
8	1	59.3000	51.652782	-0.391148	2019	2	2	12	50	40	100
8	1	60.0000	51.652997	-0.391458	2019	2	2	12	51	14	100
8	1	59.4000	51.653102	-0.391737	2019	2	2	12	51	47	100
8	1	61.7000	51.653118	-0.391730	2019	2	2	12	52	20	100
8	1	65.3000	51.653098	-0.391900	2019	2	2	12	52	53	100
8	1	63.7000	51.653423	-0.392335	2019	2	2	12	53	26	100
8	1	68.0000	51.653443	-0.392338	2019	2	2	12	53	59	100
3	1	67.0000	51.653502	-0.392173	2019	2	2	12	54	33	860
6	1	68.9000	51.653533	-0.392100	2019	2	2	12	55	6	100
6	1	61.7000	51.653525	-0.392067	2019	2	2	12	55	39	200
4	1	59.5000	51.653535	-0.392082	2019	2	2	12	56	12	410
0	1	60.2000	51.653548	-0.392015	2019	2	2	12	56	45	5000
0	1	60.2000	51.653552	-0.392010	2019	2	2	12	57	18	5000
6	1	65.2000	51.653587	-0.392075	2019	2	2	12	57	52	150
5	1	62.4000	51.653538	-0.392197	2019	2	2	12	58	25	160
4	1	65.6000	51.653507	-0.392180	2019	2	2	12	58	58	260
6	1	62.2000	51.653492	-0.392155	2019	2	2	12	59	31	200
6	1	61.5000	51.653418	-0.392127	2019	2	2	13	0	4	150
3	1	62.1000	51.653443	-0.392185	2019	2	2	13	0	37	390
0	1	59.9000	51.653387	-0.392097	2019	2	2	13	1	11	5000
7	1	64.6000	51.653352	-0.392097	2019	2	2	13	1	44	100
7	1	64.5000	51.653390	-0.392142	2019	2	2	13	2	17	150
0	1	62.5000	51.653440	-0.392145	2019	2	2	13	2	50	5000
5	1	63.6000	51.653493	-0.392138	2019	2	2	13	3	23	110
5	1	63.6000	51.653607	-0.392180	2019	2	2	13	3	56	110
6	1	62.2000	51.653552	-0.392163	2019	2	2	13	4	30	150
8	1	62.3000	51.653450	-0.392142	2019	2	2	13	5	3	100
6	1	62.0000	51.653465	-0.392130	2019	2	2	13	5	36	150
8	1	62.6000	51.653417	-0.392122	2019	2	2	13	6	9	100
8	1	65.7000	51.653390	-0.392058	2019	2	2	13	6	42	100
8	1	65.5000	51.653375	-0.392140	2019	2	2	13	7	15	100
6	1	57.7000	51.653387	-0.392107	2019	2	2	13	7	49	150
8	1	58.4000	51.653400	-0.392107	2019	2	2	13	8	22	100
8	1	58.5000	51.653410	-0.392093	2019	2	2	13	8	55	100
8	1	56.9000	51.653427	-0.392123	2019	2	2	13	9	28	100
7	1	53.9000	51.653430	-0.392098	2019	2	2	13	10	1	150
8	1	53.1000	51.653440	-0.392082	2019	2	2	13	10	34	100
4	1	54.1000	51.653428	-0.392083	2019	2	2	13	11	8	300
5	1	56.1000	51.653393	-0.392113	2019	2	2	13	11	41	250
7	1	56.4000	51.653375	-0.392088	2019	2	2	13	12	14	110
4	1	56.9000	51.653352	-0.392060	2019	2	2	13	12	47	900
4	1	57.3000	51.653317	-0.392010	2019	2	2	13	13	20	330
6	1	59.6000	51.653235	-0.391917	2019	2	2	13	13	53	120
0	1	59.9000	51.653187	-0.391902	2019	2	2	13	14	27	5000
5	1	68.1000	51.653130	-0.391938	2019	2	2	13	15	0	140
3	1	65.3000	51.653085	-0.391948	2019	2	2	13	15	33	1660
4	1	62.5000	51.653100	-0.392047	2019	2	2	13	16	6	150
0	1	62.3000	51.653112	-0.392057	2019	2	2	13	16	39	5000
0	1	62.3000	51.653112	-0.392057	2019	2	2	13	17	13	5000
0	1	62.3000	51.653112	-0.392057	2019	2	2	13	17	46	5000
0	1	62.3000	51.653112	-0.392057	2019	2	2	13	18	19	5000
7	1	58.5000	51.653290	-0.392048	2019	2	2	13	18	52	160
8	1	62.1000	51.653407	-0.392265	2019	2	2	13	19	25	100
7	1	63.8000	51.653358	-0.392275	2019	2	2	13	19	58	110
5	1	64.0000	51.653340	-0.392183	2019	2	2	13	20	31	170
0	1	62.9000	51.653332	-0.392303	2019	2	2	13	21	5	5000
3	1	64.5000	51.653473	-0.392195	2019	2	2	13	21	38	330
6	1	68.2000	51.653613	-0.392200	2019	2	2	13	22	11	170
6	1	71.8000	51.653645	-0.392297	2019	2	2	13	22	44	170
4	1	72.2000	51.653505	-0.392313	2019	2	2	13	23	17	420
5	1	71.3000	51.653455	-0.392322	2019	2	2	13	23	50	380
6	1	76.0000	51.653450	-0.392405	2019	2	2	13	24	24	170
7	1	73.4000	51.653510	-0.392423	2019	2	2	13	24	57	170
8	1	70.9000	51.653455	-0.392417	2019	2	2	13	25	30	120
10	1	79.2000	51.653617	-0.392545	2019	2	2	13	26	3	80
7	1	77.2000	51.653790	-0.392847	2019	2	2	13	26	36	160
7	1	77.2000	51.653793	-0.392853	2019	2	2	13	27	9	160
